,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,high level,58.52,-117.14,69.8,56,40,10.29,CA,1595467926
288,vostok,46.49,135.88,75.0,71,99,2.44,RU,1595467926
289,campina grande do sul,-25.31,-49.06,62.6,72,100,2.24,BR,1595467926
290,saint-philippe,-21.36,55.77,66.2,59,90,5.82,RE,1595467926
291,shahrud,36.42,54.98,71.2,54,0,7.14,IR,1595467926
292,portland,45.52,-122.68,82.0,42,1,10.29,US,1595467832
293,sokolo,14.73,-6.12,81.46,68,20,12.73,ML,1595467927
294,maracaibo,10.63,-71.64,82.13,76,84,9.73,VE,1595467695
295,leshukonskoye,64.9,45.76,65.01,78,25,9.93,RU,1595467927
296,iquique,-20.22,-70.14,60.8,72,90,10.29,CL,1595467927
297,grand gaube,-20.01,57.66,66.99,69,52,1.99,MU,1595467927
298,maceio,-9.67,-35.74,71.6,94,75,4.7,BR,1595467927
299,rancho palos verdes,33.74,-118.39,69.01,72,20,16.11,US,1595467844
300,russellville,35.28,-93.13,80.6,78,1,2.75,US,1595467927
301,turan,16.07,108.22,87.8,66,39,1.12,VN,1595467755
302,chapais,49.78,-74.85,59.0,93,90,5.82,CA,1595467927
303,karachi,24.91,67.08,86.0,70,40,9.17,PK,1595467877
304,kovur,14.48,79.98,83.64,73,100,7.49,IN,1595467927
305,half moon bay,37.46,-122.43,71.01,87,90,6.93,US,1595467813
306,marsa matruh,31.35,27.25,73.4,83,20,5.82,EG,1595467927
307,abeche,13.83,20.83,76.33,68,100,1.74,TD,1595467927
308,novonukutskiy,53.7,102.71,60.19,83,100,6.08,RU,1595467928
309,shinpokh,34.33,71.18,80.6,69,20,4.7,PK,1595467928
310,chokurdakh,70.63,147.92,90.36,28,40,10.4,RU,1595467928
311,tilichiki,60.47,166.1,56.59,70,3,7.05,RU,1595467928
312,luderitz,-26.65,15.16,60.8,41,0,2.24,NA,1595467928
313,korla,41.76,86.15,73.0,94,100,8.84,CN,1595467928
314,obihiro,42.92,143.2,66.2,100,75,2.24,JP,1595467928
315,lerwick,60.15,-1.15,51.8,93,100,13.62,GB,1595467928
316,atambua,-9.11,124.89,80.76,41,18,4.83,ID,1595467928
317,komsomolskiy,40.43,71.72,71.6,53,37,4.7,UZ,1595467928
318,kargopol,61.51,38.95,54.81,96,100,7.31,RU,1595467928
319,nome,64.5,-165.41,59.0,76,1,18.34,US,1595467848
320,evensk,61.95,159.23,61.83,57,2,8.99,RU,1595467928
321,saint-michel-des-saints,46.68,-73.92,66.99,7,100,3.85,CA,1595467928
322,fort nelson,58.81,-122.7,62.6,67,75,8.05,CA,1595467699
323,jiayuguan,39.82,98.3,68.81,47,100,6.26,CN,1595467929
324,la romana,18.43,-68.97,75.2,94,40,4.7,DO,1595467632
325,humberto de campos,-2.6,-43.46,74.32,82,4,5.93,BR,1595467929
326,codrington,-38.27,141.97,51.06,74,100,4.18,AU,1595467929
327,twentynine palms,34.14,-116.05,98.6,10,1,13.87,US,1595467929
328,kachiry,53.07,76.1,67.96,58,0,1.21,KZ,1595467929
329,labytnangi,66.66,66.42,54.05,64,0,0.69,RU,1595467929
330,megion,61.03,76.11,57.2,71,20,11.18,RU,1595467755
331,gayny,60.31,54.32,60.87,78,100,6.98,RU,1595467929
332,trebnje,45.9,15.02,64.0,97,99,1.41,SI,1595467929
333,nuristan,35.3,70.83,46.09,56,0,8.01,AF,1595467929
334,yala,6.33,101.25,80.6,83,20,2.24,TH,1595467929
335,barsovo,61.17,73.17,57.2,71,0,6.71,RU,1595467929
336,guerrero negro,27.98,-114.06,68.11,81,0,19.39,MX,1595467929
337,hacari,8.32,-73.15,67.03,91,100,1.81,CO,1595467929
338,kholodnyy,62.72,147.95,70.63,43,97,5.64,RU,1595467930
339,peruibe,-24.32,-47.0,66.51,74,100,3.4,BR,1595467930
340,kumla,59.13,15.14,50.0,76,13,11.41,SE,1595467930
341,faya,18.39,42.45,71.6,37,0,4.36,SA,1595467930
342,puerto ayacucho,5.66,-67.62,76.62,86,100,2.28,VE,1595467930
343,hangu,39.25,117.79,84.2,51,0,8.95,CN,1595467930
344,nemuro,43.32,145.57,62.6,93,75,6.93,JP,1595467930
345,hambantota,6.12,81.12,77.0,100,40,2.24,LK,1595467930
346,trinidad,-14.83,-64.9,75.74,60,1,2.39,BO,1595467930
347,gwanda,-20.93,29.0,46.85,75,0,5.46,ZW,1595467930
348,gorontalo,0.54,123.06,83.14,76,73,6.38,ID,1595467930
349,beringovskiy,63.05,179.32,50.9,75,0,12.86,RU,1595467930
350,bangkalan,-7.05,112.74,82.08,68,65,3.36,ID,1595467930
351,edd,13.93,41.69,88.9,60,41,4.61,ER,1595467931
352,griffith,41.53,-87.42,82.4,65,40,5.82,US,1595467931
353,provideniya,64.38,-173.3,50.0,81,0,15.66,RU,1595467931
354,ode,7.79,5.71,68.54,98,100,7.29,NG,1595467931
355,jishou,28.32,109.72,85.12,69,83,5.57,CN,1595467931
356,luoyang,34.68,112.45,80.26,64,95,1.68,CN,1595467779
357,bayanday,53.07,105.51,64.17,82,100,6.33,RU,1595467931
358,cayenne,4.93,-52.33,75.2,100,100,6.78,GF,1595467856
359,juneau,58.3,-134.42,60.8,77,90,1.05,US,1595467931
360,manali,13.17,80.27,82.4,78,75,9.17,IN,1595467931
361,urdoma,61.75,48.54,60.6,95,34,7.05,RU,1595467931
362,ibipeba,-11.64,-42.01,61.43,87,31,7.45,BR,1595467931
363,aykhal,66.0,111.5,53.6,87,90,8.95,RU,1595467931
364,bonavista,48.65,-53.11,61.39,71,78,6.55,CA,1595467931
365,geraldton,-28.77,114.6,66.2,72,40,12.75,AU,1595467819
366,abalak,58.13,68.59,57.52,65,0,7.58,RU,1595467932
367,praia da vitoria,38.73,-27.07,68.0,82,11,3.2,PT,1595467751
368,isangel,-19.55,169.27,80.6,57,75,2.24,VU,1595467932
369,anadyr,64.75,177.48,57.2,58,27,11.18,RU,1595467752
370,humaita,-7.51,-63.02,77.94,60,54,0.16,BR,1595467925
371,sosnovskoye,55.81,43.17,60.8,100,90,4.47,RU,1595467932
372,jizan,17.33,42.67,89.6,66,0,3.36,SA,1595467932
373,arlit,18.74,7.39,91.67,35,0,16.11,NE,1595467932
374,broken hill,-31.95,141.43,50.0,66,0,8.05,AU,1595467932
375,sao joao da barra,-21.64,-41.05,71.06,88,0,10.4,BR,1595467932
376,cidreira,-30.18,-50.21,64.87,76,99,11.18,BR,1595467932
377,male,4.17,73.51,80.6,83,75,24.16,MV,1595467932
378,thunder bay,48.4,-89.32,68.0,64,40,4.7,CA,1595467933
379,pochutla,15.74,-96.47,77.02,86,100,1.95,MX,1595467933
380,crotone,39.09,17.12,76.71,53,0,3.18,IT,1595467933
381,santa fe,-31.63,-60.7,57.99,77,100,3.0,AR,1595467752
382,kushmurun,52.45,64.63,68.88,71,91,16.93,KZ,1595467933
383,ozernovskiy,51.5,156.52,51.28,91,49,6.82,RU,1595467933
384,ngunguru,-35.62,174.5,62.01,3,95,8.99,NZ,1595467933
385,coos bay,43.37,-124.22,69.01,82,90,16.11,US,1595467933
386,san luis,-33.3,-66.34,42.1,86,100,17.78,AR,1595467693
387,touros,-5.2,-35.46,75.2,78,75,9.17,BR,1595467933
388,upington,-28.45,21.26,44.6,28,0,3.36,ZA,1595467825
389,nouakchott,18.09,-15.98,82.4,83,40,18.34,MR,1595467933
390,port-gentil,-0.72,8.78,75.96,80,49,11.32,GA,1595467933
391,aracati,-4.56,-37.77,77.85,76,0,11.03,BR,1595467933
392,waingapu,-9.66,120.26,81.54,56,11,18.07,ID,1595467933
393,ushtobe,45.25,77.98,78.84,37,0,6.49,KZ,1595467933
394,aklavik,68.22,-135.01,53.6,54,40,3.36,CA,1595467934
395,nago,26.59,127.98,87.8,74,75,8.05,JP,1595467934
396,olga,43.74,135.29,67.46,77,100,4.23,RU,1595467934
397,kutum,14.2,24.67,70.27,78,97,15.95,SD,1595467934
398,havelock,34.88,-76.9,84.99,66,20,8.05,US,1595467752
399,vila franca do campo,37.72,-25.43,64.4,77,20,4.7,PT,1595467934
400,llanes,43.42,-4.75,66.99,98,0,5.44,ES,1595467934
401,maridi,4.92,29.47,66.04,96,100,4.09,SS,1595467934
402,garissa,-0.45,39.64,71.71,73,60,16.35,KE,1595467934
403,ende,-8.84,121.66,81.46,61,55,6.55,ID,1595467898
404,bardiyah,31.76,25.09,73.24,76,0,12.91,LY,1595467934
405,mongo,12.18,18.69,77.76,72,100,8.12,TD,1595467934
406,ulladulla,-35.35,150.47,59.0,58,40,9.17,AU,1595467934
407,gurupa,-1.41,-51.64,75.29,87,100,2.98,BR,1595467934
408,balabac,7.99,117.06,86.0,71,100,10.51,PH,1595467934
409,mackenzie,55.3,-123.17,69.8,49,40,4.7,CA,1595467829
410,shache,38.42,77.24,75.13,35,0,5.75,CN,1595467934
411,tarko-sale,64.92,77.78,57.99,74,97,1.01,RU,1595467935
412,avera,33.19,-82.53,84.2,66,1,3.36,US,1595467935
413,kieta,-6.22,155.63,83.03,72,100,4.68,PG,1595467935
414,ancud,-41.87,-73.82,41.0,93,100,4.7,CL,1595467935
415,valdosta,30.83,-83.28,82.4,69,1,5.1,US,1595467379
416,coihaique,-45.58,-72.07,32.0,94,75,3.36,CL,1595467935
417,san juan,-31.54,-68.54,44.49,70,100,19.19,AR,1595467935
418,petropavl,54.88,69.16,60.8,82,29,6.71,KZ,1595467935
419,grand-santi,4.25,-54.38,73.31,95,100,1.92,GF,1595467935
420,nerchinskiy zavod,51.31,119.61,79.83,55,100,8.93,RU,1595467935
421,yinchuan,38.47,106.27,77.68,53,99,3.71,CN,1595467935
422,tromso,69.65,18.96,48.2,93,75,28.86,NO,1595467935
423,barentu,15.11,37.59,71.38,82,97,7.29,ER,1595467935
424,galle,6.04,80.22,81.28,85,79,7.63,LK,1595467935
425,santa vitoria do palmar,-33.52,-53.37,64.06,93,100,6.62,BR,1595467935
426,kabo,7.7,18.63,69.82,96,95,2.37,CF,1595467935
427,moose factory,51.26,-80.61,55.4,87,1,3.36,CA,1595467936
428,egvekinot,66.32,-179.17,62.29,50,96,5.23,RU,1595467936
429,salta,-24.79,-65.41,50.0,87,90,5.82,AR,1595467936
430,patur,20.45,76.93,80.67,80,96,7.61,IN,1595467936
431,tacoronte,28.48,-16.41,70.0,100,75,14.99,ES,1595467937
432,lago da pedra,-4.33,-45.17,72.28,65,26,0.85,BR,1595467937
433,rojhan,28.69,69.95,92.75,49,0,12.41,PK,1595467937
434,celestun,20.87,-90.4,81.09,80,69,5.84,MX,1595467937
435,makakilo city,21.35,-158.09,82.4,65,90,6.93,US,1595467649
436,kui buri,12.08,99.85,86.0,70,20,2.24,TH,1595467937
437,assiniboia,49.63,-105.98,83.95,42,0,5.53,CA,1595467937
438,banjarmasin,-3.32,114.59,82.4,78,20,2.24,ID,1595467784
439,soe,-9.86,124.28,73.45,54,10,10.13,ID,1595467937
440,sibolga,1.74,98.78,76.78,87,100,3.69,ID,1595467937
441,meadow lake,34.8,-106.54,78.8,39,90,5.82,US,1595467937
442,catuday,16.29,119.81,85.57,71,0,7.74,PH,1595467937
443,paramonga,-10.67,-77.83,60.17,89,7,6.17,PE,1595467938
444,muisne,0.6,-80.03,73.36,87,100,9.46,EC,1595467938
445,san cristobal,7.77,-72.22,65.34,90,87,2.59,VE,1595467938
446,maiduguri,11.85,13.16,80.89,67,98,7.07,NG,1595467938
447,dalvik,65.97,-18.53,48.2,81,90,8.05,IS,1595467938
448,xuddur,4.12,43.89,70.12,72,67,21.79,SO,1595467938
449,atbasar,51.8,68.33,63.36,68,99,13.18,KZ,1595467938
450,porto tolle,44.95,12.32,72.0,96,100,8.08,IT,1595467938
451,lompoc,34.64,-120.46,64.99,72,4,13.87,US,1595467753
452,alofi,-19.06,-169.92,75.2,88,75,16.11,NU,1595467756
453,yumen,40.28,97.2,78.19,30,92,7.38,CN,1595467938
454,yuzhnouralsk,54.44,61.25,62.26,76,100,14.88,RU,1595467938
455,puri,19.8,85.85,77.0,94,90,9.17,IN,1595467938
456,burkburnett,34.1,-98.57,91.4,49,20,11.41,US,1595467938
457,batagay-alyta,67.8,130.41,75.7,40,0,6.22,RU,1595467938
458,guzelyurt,38.28,34.37,59.0,72,0,6.93,TR,1595467938
459,hovd,48.01,91.64,65.7,54,24,3.42,MN,1595467938
460,akdepe,42.06,59.38,80.6,47,97,9.17,TM,1595467939
461,thinadhoo,0.53,72.93,80.91,79,100,16.55,MV,1595467939
462,kalmunai,7.42,81.82,81.23,75,96,12.93,LK,1595467939
463,mananara,-16.17,49.77,64.04,79,93,9.15,MG,1595467939
464,gorlice,49.66,21.16,55.0,87,20,0.78,PL,1595467939
465,telixtac,18.57,-98.77,71.73,77,91,2.48,MX,1595467939
466,tocopilla,-22.09,-70.2,56.8,71,19,5.99,CL,1595467939
467,karratha,-20.74,116.85,75.06,34,0,14.45,AU,1595467939
468,nelson bay,-32.72,152.15,62.01,71,20,5.82,AU,1595467939
469,bay roberts,47.6,-53.26,63.0,66,76,1.01,CA,1595467939
470,mogoytuy,51.28,114.92,81.64,41,95,16.78,RU,1595467939
471,kibala,9.11,18.35,71.74,96,100,1.3,TD,1595467939
472,veseloyarsk,51.28,81.11,66.56,57,0,4.45,RU,1595467939
473,babocsa,46.04,17.34,64.54,90,30,3.33,HU,1595467939
474,concepcion del oro,24.63,-101.42,70.12,52,29,16.28,MX,1595467939
475,sulphur,30.24,-93.38,86.0,70,75,3.36,US,1595467719
476,odessa,46.48,30.73,69.8,49,86,2.24,UA,1595467875
477,kulhudhuffushi,6.62,73.07,81.84,79,94,20.47,MV,1595467940
478,mezen,65.85,44.24,65.37,74,19,10.87,RU,1595467940
479,la ronge,55.1,-105.28,73.4,73,75,6.06,CA,1595467940
480,upata,8.01,-62.4,75.99,90,100,1.01,VE,1595467940
481,mlonggo,-6.53,110.7,80.6,78,20,2.24,ID,1595467940
482,roma,43.21,-75.46,71.6,94,75,3.36,US,1595467906
483,port hardy,50.7,-127.42,62.6,72,20,13.87,CA,1595467824
484,lebanon,36.21,-86.29,80.01,88,40,3.36,US,1595467652
485,viedma,-40.81,-63.0,43.0,92,100,4.0,AR,1595467940
486,merrill,45.18,-89.68,68.0,77,90,4.7,US,1595467923
487,karia,11.73,11.16,78.15,73,84,5.39,NG,1595467940
488,zhigansk,66.77,123.37,64.31,66,6,19.8,RU,1595467940
489,mildura,-34.2,142.15,54.0,62,0,6.93,AU,1595467940
490,kaspiyskiy,45.39,47.37,76.95,39,0,6.2,RU,1595467940
491,sao gabriel da cachoeira,-0.13,-67.09,73.13,95,87,1.34,BR,1595467941
492,beloha,-25.17,45.05,61.54,82,94,13.04,MG,1595467941
493,auriflama,-20.69,-50.55,68.04,52,38,7.45,BR,1595467941
494,kachug,53.96,105.88,65.98,72,100,6.98,RU,1595467941
495,bloemfontein,-29.12,26.21,26.6,68,0,2.24,ZA,1595467941
496,chake chake,-5.25,39.77,74.39,72,79,13.11,TZ,1595467941
497,fortuna,40.6,-124.16,60.01,93,90,9.17,US,1595467941
498,lykhivka,48.69,33.92,57.33,78,0,5.93,UA,1595467941
499,urumqi,43.8,87.6,75.2,50,75,8.95,CN,1595467941
500,tuyen quang,21.82,105.22,87.39,69,31,1.52,VN,1595467941
501,fukue,32.69,128.84,80.6,94,75,8.05,JP,1595467941
502,olden,61.84,6.81,46.99,92,39,1.5,NO,1595467941
503,ostrovnoy,68.05,39.51,61.27,74,34,11.5,RU,1595467941
504,sol-iletsk,51.16,54.99,63.01,86,80,6.17,RU,1595467941
505,ajdabiya,30.76,20.23,70.0,85,0,8.97,LY,1595467941
506,ilulissat,69.22,-51.1,51.8,66,100,4.25,GL,1595467942
507,roald,62.58,6.13,50.0,76,88,3.36,NO,1595467942
508,riverton,40.52,-111.94,75.0,49,90,11.41,US,1595467942
509,willowmore,-33.29,23.49,47.77,48,0,2.46,ZA,1595467942
510,saint-francois,46.42,3.91,63.0,82,17,2.24,FR,1595467694
511,tongzi,28.78,105.09,75.4,94,100,0.92,CN,1595467942
512,betioky,-23.72,44.38,54.21,74,0,6.31,MG,1595467942
513,mount pleasant,32.79,-79.86,84.2,83,1,6.93,US,1595467942
514,georgiyevka,43.04,74.71,71.6,43,98,13.42,KZ,1595467942
515,christchurch,-43.53,172.63,46.0,70,100,16.11,NZ,1595467652
516,bose,45.46,8.01,68.0,80,0,1.01,IT,1595467942
517,husavik,66.04,-17.34,48.2,81,90,8.05,IS,1595467942
518,havre-saint-pierre,50.23,-63.6,57.2,87,1,6.93,CA,1595467942
519,nador,35.17,-2.93,75.2,88,90,3.91,MA,1595467942
520,kedrovyy,56.17,91.82,57.2,82,11,6.71,RU,1595467942
521,asau,46.43,26.4,57.99,99,90,1.41,RO,1595467944
522,jumla,29.27,82.18,65.73,59,16,2.46,NP,1595467944
523,santa isabel do rio negro,-0.41,-65.02,73.04,92,95,1.5,BR,1595467944
524,porto velho,-8.76,-63.9,78.8,69,100,1.12,BR,1595467765
525,saint-honore,48.53,-71.08,69.01,72,90,3.36,CA,1595467944
526,ouallam,14.32,2.09,88.88,46,1,10.58,NE,1595467944
527,ginda,30.69,78.49,65.91,67,26,1.5,IN,1595467944
528,coxim,-18.51,-54.76,70.39,36,0,2.19,BR,1595467944
529,sora,41.72,13.61,75.0,72,0,1.99,IT,1595467944
530,luwuk,-0.95,122.79,78.4,80,94,7.09,ID,1595467944
531,yulara,-25.24,130.99,55.4,43,0,14.99,AU,1595467944
532,pombas,17.15,-25.02,78.8,83,75,9.17,CV,1595467944
533,kawalu,-7.38,108.21,75.45,82,79,3.8,ID,1595467944
534,majene,-3.54,118.97,81.64,76,28,18.32,ID,1595467944
535,black river,18.03,-77.85,86.0,74,20,10.29,JM,1595467945
536,ouesso,1.61,16.05,70.27,90,100,3.58,CG,1595467945
537,mugumu,-1.85,34.7,61.43,63,25,2.24,TZ,1595467945
538,boa vista,2.82,-60.67,75.2,94,75,2.24,BR,1595467922
539,hofn,64.25,-15.21,49.23,84,100,10.07,IS,1595467945
540,buraydah,26.33,43.98,95.0,20,20,5.82,SA,1595467945
541,alenquer,-1.94,-54.74,78.8,88,40,3.36,BR,1595467945
542,stornoway,58.21,-6.39,55.99,100,100,4.7,GB,1595467945
543,mana,5.66,-53.78,77.07,87,100,7.34,GF,1595467945
544,tuy hoa,13.08,109.3,83.46,70,46,2.86,VN,1595467794
545,rio grande,-32.03,-52.1,68.0,87,100,10.76,BR,1595467749
546,eureka,40.8,-124.16,60.8,77,90,8.05,US,1595467907
547,khandbari,27.37,87.2,75.61,71,97,1.52,NP,1595467945
548,shumskiy,54.83,99.13,67.86,61,9,1.86,RU,1595467945
549,kununurra,-15.77,128.73,75.2,25,0,11.41,AU,1595467653
550,bathsheba,13.22,-59.52,82.4,69,40,17.22,BB,1595467945
551,vardo,70.37,31.11,51.66,93,46,19.26,NO,1595467945
552,toktogul,41.87,72.94,70.23,42,97,0.69,KG,1595467946
553,berlevag,70.86,29.09,50.02,92,94,12.35,NO,1595467946
554,santa isabel,-23.32,-46.22,64.4,82,9,0.2,BR,1595467946
555,indian head,38.6,-77.16,75.2,94,40,5.26,US,1595467683
556,alcudia,39.85,3.12,77.0,65,0,6.93,ES,1595467946
557,rabo de peixe,37.8,-25.58,64.4,77,20,4.7,PT,1595467946
558,lamont,35.26,-118.91,98.01,19,0,10.0,US,1595467946
559,manchester,53.48,-2.24,59.0,82,90,3.36,GB,1595467946
560,shimoda,34.67,138.95,78.8,88,75,5.82,JP,1595467946
561,ahipara,-35.17,173.17,59.97,65,97,14.25,NZ,1595467946
562,neiafu,-18.65,-173.98,78.8,69,40,9.17,TO,1595467946
563,pacific grove,36.62,-121.92,66.99,72,75,14.99,US,1595467689
564,margate,51.38,1.39,62.01,45,24,1.01,GB,1595467818
565,nhulunbuy,-12.23,136.77,82.4,58,40,12.75,AU,1595467946
566,mazagao,-0.12,-51.29,78.8,100,75,3.36,BR,1595467946
567,oliveira dos brejinhos,-12.32,-42.9,66.96,65,90,6.31,BR,1595467947
568,rocha,-34.48,-54.33,65.62,94,100,8.03,UY,1595467947
569,andrews,32.32,-102.55,82.4,48,1,12.75,US,1595467947
570,kupang,-10.17,123.58,82.4,51,20,18.34,ID,1595467662
571,solnechnyy,50.72,136.63,64.0,84,91,5.59,RU,1595467947
572,amursk,50.23,136.9,70.7,75,95,11.16,RU,1595467947
573,seoul,37.57,126.98,73.4,88,1,4.7,KR,1595467901
574,teknaf,20.86,92.31,79.81,90,100,7.52,BD,1595467947
